Signal,Frequency_1,Frequency_2,Frequency_3,Frequency_4,Frequency_5
"[ -2.84129714 357.22647454 235.66125889 ... 104.50222123 130.31464324
  36.69361911]",4645.571110383605,4346.209746731715,1870.43308247871,3757.706608900706,3275.781370961895
"[-9.28305667e+00  1.59397268e+02  1.15608665e+02 ...  5.03987906e-02
  6.49859649e+01  1.96256322e+02]",1462.3970489521357,1500.441960096931,4794.469596643543,1157.2060610937428,4957.227151335589
"[  -7.04610051  163.50914278  240.69822972 ... -200.1556403   -90.28725861
   64.66630217]",1962.007396847791,1386.9710075688881,2657.2790011534703,1006.0968645225158,4351.420246307351
"[  0.76170085 192.38608123 244.66756757 ...  71.36101471  27.60426702
 -55.43416091]",1536.6687995920759,2076.000008028317,3874.8514550877153,2354.418698267749,242.01176569276222
"[ -1.51368534 181.86509482 189.92457925 ...  32.9286711  -69.92285603
 -92.05449671]",1306.260903578806,3695.889286359888,574.6403029550333,3873.2474496916234,2875.7655726852386
"[   1.8343941   132.54626886  211.80519396 ...  -33.52299131 -134.7786922
 -182.29979151]",995.7131472033149,1759.790069557972,1982.8029279328618,2302.2257360353638,1931.7588434598174
"[ -2.24509875 169.37233071 122.65282743 ... 222.39080064  96.06209814
  82.89841969]",59.14150218599867,3800.5415133119764,1142.3427658321737,2387.6967314101084,4772.13845858655
"[-1.22938655e-01  1.68211053e+02  2.00301273e+02 ... -1.50855681e+02
 -1.10811724e+02 -4.06402635e-01]",7.304200212435507,171.60582463815652,3723.907914689624,3224.246479364363,2074.0782986131026
"[  2.75704912 112.83127543 141.83731976 ... -82.4984504  -22.20966448
  49.65829234]",314.9258926160381,3727.391448152714,566.1198088591827,3325.0079810118777,1314.1683197635468
"[ -4.06288741 290.26961737 297.59034593 ... 103.07651109  13.18302405
 -36.88740271]",1172.4849794683037,3595.832201902152,3731.1801870149447,2078.1546717463525,4074.858637000736
"[   1.53368574  228.45631643  212.86474215 ... -144.32593854 -140.62896804
  -29.63809613]",3824.8449379965064,4476.253857423252,20.888530871723823,3012.146675352481,3230.3155762207416
"[  3.90957496 141.59306921 138.27034324 ... -71.14297586 -29.25015837
 121.4914516 ]",3188.20608066275,4417.277880076314,870.1721569293995,3023.238982312994,561.3101878125077
"[  2.33273349 147.52112538 254.17067671 ...  25.13615339 -27.12121838
 -93.3620106 ]",1725.9845205943275,206.68143264838548,1264.8216299754724,2485.645081818521,1659.4546360519057
"[  0.94962727 163.27639666 181.68283071 ...  26.84168878  75.3057466
  61.16129205]",3926.7605460114023,4070.36026468613,1327.2825893525555,2280.343438359368,1149.8259867483152
"[ -4.60795765 165.0233807  110.91327596 ...  -4.6806559    4.32706967
 -71.08083029]",527.8380528822563,4153.093447809566,4932.6737315371665,2628.812882188141,3720.6836672332483
"[ -4.77983911 237.91140274 222.66781449 ...  94.68113696  54.75615466
 -41.96221158]",3054.0265253392286,4874.902774995758,1877.267377294858,1430.153115488641,1819.5067295055694
"[  5.84146282 155.91601799 141.84861474 ... -71.4876407  -89.10737656
  45.89794382]",2773.9289581537605,4319.2416425117235,3596.26679790756,2735.1844356755364,512.4425436925997
"[  1.42556331 176.31319195 203.49459811 ... -58.38620046 -84.23317875
 -46.43513136]",214.7099758714133,2472.2923144693327,3245.8163066059215,1587.953780861336,4061.1749013482
"[ -4.88753729 151.04715541 202.08506979 ... -64.13512213  36.44039879
 105.67545556]",2658.9191625074277,2419.3505577750366,863.0893741645605,3130.227956306496,3977.5141253914876
"[   1.76379763  328.27184948  245.01962723 ... -163.54108362 -111.38159833
  109.08894152]",4642.22943842329,2556.298498056063,2968.018002398479,4044.4298513102917,3915.7738536120282
"[  4.10588158 246.18888399 191.73068472 ...  31.84093947 226.45232705
 214.1555318 ]",2028.5528795268353,3207.2741213424047,4712.701082897217,851.3390593883981,4830.591376235937
"[ -1.48646934 228.93996385 155.24410918 ... 115.96056285 170.21105054
 -13.94576784]",2242.7479133901993,3168.535427508859,3895.598215322266,4258.863742585434,4487.715422760975
"[ -0.44506902 224.04964544 220.31551378 ... 184.77087824 311.19953207
 192.7566042 ]",734.3748399863734,4480.617197261465,2929.577740481324,3976.6234979959568,1396.4461077996323
"[   7.18270847  288.52852113  232.1106853  ...  -63.80928646 -134.59644092
   25.91930892]",1948.607009429451,3543.042762908174,3330.352187414886,3547.9214330277487,4911.317869973241
"[ -7.7341879  265.73636092 189.75556757 ... -46.60411456 -41.99786615
 -39.92429286]",4137.998419888863,3839.545112503889,546.6877406303454,3789.337040804434,2051.854576083195
"[  0.57725641 207.14731993 216.36783893 ...  37.39351048  79.38154239
  14.28533676]",2732.1114573873288,1419.6598968093472,2190.786321844887,2766.549021338363,4534.618428487982
"[ -2.49643561 177.33964714 257.25295633 ... -56.29624526 -42.93306136
  14.38878711]",2993.7822947009768,201.96909663098657,778.0608657621328,1805.309082545432,3045.071722120841
"[ -3.04524989  96.80188003 147.02839332 ...  52.42696215  45.21997282
  38.77689146]",2336.7953811312464,2062.1095462575468,1951.4631103202541,16.06031130700852,449.3829582885941
"[  4.4206654  190.0629307  262.10326666 ... -20.8309129   43.68560624
  82.89329483]",850.9844792883948,2329.202845211274,4165.977015594326,2518.485997837291,1392.3610585764854
"[ -8.99388503 164.25507256  95.99671049 ... 207.15713442 191.3382512
  49.21993564]",4639.78971077872,395.25673494569276,4906.1772129231895,801.4822333937835,947.8152178687739
"[ -5.06677021 300.80126277 204.39294669 ... 128.06900143 217.02197908
 144.89321905]",4467.7649705879385,4789.446969865449,369.2041031959542,2791.553931191285,2994.7447119529065
"[  0.6045777  178.37656718 260.62198583 ...   5.36551925 147.28290645
 260.49331783]",2342.223751165711,984.3229048072941,1319.3465210446186,3106.3552803057105,90.54035803982204
"[ -2.89110316  90.52614557 111.7626313  ...  82.48020962  46.09500338
 -49.70306085]",1122.4459591850796,4338.755528420191,516.7006574244838,3592.83213391579,287.444098450171
"[  3.45137905 245.48148875 303.9151789  ...  51.8276634  -15.30786506
  34.37215614]",3460.2026829632414,2636.415896698154,3080.90067162102,673.3581273500661,1925.6220042709042
"[  1.50567786 190.71987321 250.72800067 ... -27.79806955 -50.46070294
 -56.88987856]",2468.360533513002,1235.9672357232957,4222.99858247844,3153.757203274962,2537.883824634779
"[  0.72401578 215.09488609 192.32818072 ...  89.18110104  33.74215341
 -98.48746932]",2816.5299141328087,4354.897872348186,2279.025672554118,1825.7914927105119,4300.63660273098
"[  3.20360622 161.06331688  89.55266267 ... -58.20567912 -77.23891525
 -28.73547865]",1472.87947805686,1787.5547211845683,894.6682799899169,4394.243606297404,4938.7292346092445
"[   0.18653604  145.59161901  156.80292669 ...  -26.87360867  -53.60609124
 -125.24166401]",3628.9119144260826,1107.9623866062261,1010.6356460491673,4919.6957008078425,934.477840527758
"[  3.58306625 168.90506437 276.9897389  ... 161.88671165 121.73958409
  38.23337797]",1730.163259478566,1625.6918148403047,1502.4787273166085,2058.6580811022313,1928.606719216267
"[   5.04616006  211.1132778    76.73144238 ...  -95.26903645 -153.74285129
   15.76077679]",1043.775136663635,4364.262040861255,494.38210787335356,4601.303221593504,4708.956228082485
"[  2.06598454 175.09857656 239.40326313 ...   1.7342084  -63.25582609
 -54.25797885]",1931.2038804203646,3168.9593139009617,1474.5004887050336,2941.9253535281605,2700.002546774723
"[-11.9918257  115.6961523  110.35873217 ...  16.60259723  -2.88311494
 -28.22668183]",679.7488967630281,2695.6280326996352,4638.012829409262,4167.388155237565,804.5166707434482
"[  1.0669002  107.22879685 142.56046329 ...  -9.35138958 -11.28401365
 -53.24726939]",4541.795232130365,2624.9527399128883,934.423514498877,971.0212833029525,535.688100492539
"[  -5.07187945  109.14996599  111.71748311 ...   -8.17630911  -96.81341988
 -112.76332525]",4477.109641399277,1020.9972730888222,2025.9482941964939,4248.09931638867,2734.79463456926
"[ -4.55810199 150.55360424 254.04088218 ... -30.4139704  -68.06138622
 -68.950102  ]",1526.0027733595705,2225.981848684032,2296.687481440388,302.80032625439424,876.3909798534783
"[   2.90358991  227.88237403  157.0889524  ...    8.04575322 -170.22835095
 -338.8448189 ]",1018.7970704903195,216.81495590437444,2799.8238575412856,4921.916276084461,3930.006947841479
"[  4.56963509 186.61744    161.88093458 ... 156.52147346  65.35372956
 -45.98715716]",561.5249500399581,2646.688157192019,4823.117210663859,1014.0939363697223,4260.690753871748
"[  8.13276538 205.53790689 210.71485147 ... -33.59503379 118.06113121
 180.26690552]",2279.1677538269423,414.29318156043723,4743.669816389098,2643.146734677951,1110.3316558927484
"[  1.2356354  274.67340963 243.1726641  ...  50.18026795  15.60178888
 -10.46723994]",1725.5164083152927,3802.796231268341,2895.526171675515,4308.245932844679,558.9088692339963
"[  7.38142546 113.41492808 167.86610855 ... -55.99132411   0.93239283
  64.60407083]",3676.3824988379074,889.2492584297785,1779.0273309859272,314.57617791899816,879.281054701311
"[  0.95836345 178.09801896 162.0439974  ...  47.46871512  -9.53764783
 -28.97710803]",1214.9206755717346,753.3441623240636,4141.893212811718,4830.129591620747,2899.3831750047398
"[  4.20281439 178.1366527  170.45235849 ... -44.06495714  22.67385009
 107.14286375]",415.11906337933544,3733.520917440113,4602.247609143535,2278.4548614510986,2091.005362202975
"[   0.65281073  220.66267776  272.45353871 ...  142.2222528   -46.18479666
 -221.76158259]",2151.7346910777514,1188.7325863852102,3442.952445782343,2598.706141638633,3396.728027573009
"[  0.85335203 104.98403203  82.98573918 ... -54.49775599 -10.87037355
 -58.14765114]",89.40773782817979,56.76273306351473,1190.6360758221388,562.0246583785897,4701.676843979882
"[ 1.11006174e-01  1.59100163e+02  1.05393266e+02 ... -7.29255327e+01
  7.48555772e+01  3.68545773e+01]",1198.4962581607817,4841.538566931684,4606.62725893939,646.8771699534082,453.7018157075882
"[ -1.43191908 210.37937066 159.09976084 ... -86.10300174  89.0681648
 183.98917003]",2735.239842723697,767.2823311921874,4575.451567022855,177.89028855778548,3332.543504738215
"[  1.2099451  113.30952808 167.50626124 ...  18.18934362  22.79078183
  16.9502457 ]",1350.6352003311815,2240.4359087910166,454.6886276232665,3690.3934968774206,542.5284078786055
"[  -7.16380042  230.2335077   326.1167044  ...   70.88713381  -55.42595682
 -178.18776191]",953.7154412374678,3151.7165442110004,813.5908503964049,1811.5219188444853,2314.978858379171
"[   4.71931702  213.00992225  205.69715084 ... -112.34928479 -133.6542505
  -17.81694325]",3252.4153005141147,2274.135780977909,2083.0568033550953,4734.116072029147,2174.9400443863315
"[  -9.32958651  130.90180834  192.49373446 ...  -92.08543113 -190.71956788
 -224.65927908]",25.853940831915956,2827.0315333524204,2162.796068354669,1193.8993606000543,2307.7638579350682
"[   7.74117083  140.56870764  156.4763865  ... -128.22621337  -29.74249296
   32.11605854]",3785.1807471798584,4693.760396386157,1318.21455827726,2698.2639531280042,204.70049282008895
"[   6.57951957  172.86524005  102.67344906 ...  -94.78496339 -207.55627819
  -58.09416258]",706.6908666768943,4748.239524714518,454.07845070647465,3762.1484510776445,660.7185979322752
"[-12.47903482 158.06428253 112.07090553 ...  38.85978792  76.79443972
 -57.99407942]",891.717415548268,4484.714709180425,1934.8183086016275,3177.7004888631323,175.00640476539385
"[-2.20535841e-01  1.97995222e+02  2.67085311e+02 ... -8.98527289e+01
 -6.25347478e+01 -6.99541178e+01]",1706.8217859468682,3128.601156635106,3192.5404904702414,141.92781290272555,2702.112072389297
"[  -0.90708226  300.68493382  241.96113511 ...   -7.87192607 -101.46462563
 -144.21490512]",1077.827787806694,4355.139043660851,3359.0376046480364,3486.755314264998,3582.5786115562646
"[  -1.64479713  136.7134865   183.99231235 ... -211.98791443 -204.89727511
 -131.90385003]",223.79554327986625,1048.0052994290552,4857.011290027377,2424.0816312422285,1602.038397305647
"[  -2.51150359  208.3439186   228.02306205 ... -135.25503483 -240.1895591
 -141.29087663]",780.6898787680399,11.467281203392268,3042.1412045238962,3653.082593687743,3489.0788393089174
"[  4.98683435 226.46846556 242.15729448 ... 199.37023003 107.51298782
   4.97182607]",1886.5294667778805,3071.5900329989418,4177.033274208327,3215.8782710705304,1428.2591622356986
"[  -2.86953906  153.65516535  210.83505438 ...  -71.14667344 -100.55072286
  -84.18350263]",2592.0234921572915,1587.2704607744743,109.92373253467338,2718.9641394602227,3558.638613981779
"[  -0.47032291  156.04123444  184.82150207 ... -114.9509781   -76.31337141
  -44.12792491]",2958.494262329548,3652.3001667055746,2623.813955189087,3643.3062385209805,315.8222508658083
"[   6.29024499  181.48424629  238.85648875 ... -155.75115316  -82.82202041
   44.89060446]",3692.2082902254697,1956.123940901577,2808.4321459908797,2669.862870207103,1491.097739003858
"[  2.10434305 261.39689518 244.03063851 ...  45.52496043 106.56871622
   6.16431033]",2421.265768436499,3489.6285032855967,238.5760205053753,4087.7060588458417,3423.0023127221593
"[   0.34168022  197.84113881  225.43925337 ... -129.29991829  -72.10002498
   59.38270052]",3869.3425415544693,1453.3457719581618,1227.6022651977544,2582.0247444085803,568.9125550023087
"[-1.83599859e-01  1.63718118e+02  1.74654960e+02 ... -1.83110311e+02
 -2.25758870e+02 -1.24216137e+02]",54.074752327579624,2930.0010377492185,358.81810909121674,3399.207928618257,86.67322075143367
"[   3.85225228  218.14052978  302.69353075 ...    8.19080636  -60.46032659
 -100.47079033]",3079.711250542954,1594.928493038565,2701.869796374211,308.398293332037,2613.1405838347114
"[  2.73030893 196.34411164 242.88428295 ...  -9.51220781  86.93457164
  66.85268851]",2002.1609662567428,236.94679199882773,3328.621800244359,3319.691014216676,2623.469408485021
"[  -4.72377553  107.10476798  147.01160488 ...   35.03232162  -68.04216375
 -132.96049583]",3583.9160004895566,989.664736433324,627.8539653406461,1166.8911560468268,1185.5341373227654
"[  -1.73644353  192.89135504  213.3112351  ...  -25.11019307  -68.57090654
 -150.6801447 ]",3865.932267405718,2143.1186409102347,4309.714993317537,1005.7092439046133,1940.736510363635
"[  -0.73150258  206.41330511  239.17893676 ...  -20.1040371   -25.88711165
 -117.25410321]",2481.9857195008576,788.6724460173084,339.6875106246519,2666.676166038464,3696.5876222915676
"[   4.03190187  212.41067112  243.45242064 ...  -50.81769597  -98.57152034
 -105.10008068]",3208.786420058757,2403.102560061503,3743.3194574808995,1769.8790173085363,4405.857419359445
"[  1.0969286   64.88925886  84.79184788 ...  64.27260406  19.29483444
 -15.79021845]",3703.043439774932,132.99865720390608,2825.711090215637,534.9864553773982,391.45739811218823
"[ -4.12481109 110.04713933 131.88652946 ...  26.53554432   7.90764125
  26.12324881]",3883.9901238969164,475.3570817081997,3296.108521955348,3007.6088028770337,606.0061282961101
"[ 13.94813604 261.07875513 118.96478313 ...   5.01858118   0.80136348
  47.43856394]",4173.378679282769,4900.691333986789,4231.317688155235,2504.5289889797555,4845.072132589482
"[   4.82076172  212.48990056  166.30374525 ...    6.50289005  -53.72327588
 -211.5118345 ]",4539.8435258940635,1373.746846662002,88.87953201260667,3765.074162765802,4049.6711792240326
"[  3.29925334 267.27075826 200.61836161 ...  35.67470711  12.89248255
  35.05671066]",4595.277861019151,2883.5134930524814,3880.8376483306124,4003.3212636269145,1572.621968443907
"[ -3.98881376 274.57653217 297.75558455 ...  15.51414315   8.03759397
  -7.78755644]",3189.156098085158,2763.6419040414567,2357.2329189880134,3666.775076115874,3435.073801720519
"[  -1.00105436  131.07958728  189.80212643 ... -168.00945783  -83.60309549
  -25.21414991]",921.7933958887081,484.89278688850317,2965.3340108902325,1039.4223586520911,2297.282945756978
"[-1.35785190e-02  2.85600408e+02  1.68454012e+02 ...  1.11135388e+01
 -4.49384410e+01  2.09871367e+01]",4534.123353934267,4121.14412164291,3201.0356279316056,709.4111440490703,4739.593207730529
"[  8.83360238 224.37101498 180.82838621 ... -70.68067947 121.87863839
 135.01155871]",1476.2635687593743,2329.1495616841917,2706.026608763764,4358.639461942334,4619.632502977107
"[   1.5850279   131.39740451  102.25071071 ...    0.21617184 -117.68247959
 -110.78052251]",334.70805588186647,4774.129046469239,1136.1511181992655,97.48474382657211,950.532879020074
"[   4.31456848  115.50958726  160.09605309 ...   39.99339452  -75.07701186
 -126.84093027]",510.867213789342,435.5619368065189,3701.0728438561946,306.47306590817055,2431.7425260051264
"[ -5.39367546 223.76485913 275.00436763 ... -92.53740379 -32.50849345
  21.97685364]",2290.8660666176165,1721.0893998578752,1597.5798856023027,2265.4747121346695,4242.474105068513
"[  1.49460632 156.96333994 148.07564053 ...  40.19504203 -33.38741846
  43.1792903 ]",4385.21339347909,1066.531734318418,357.07103402357717,1942.4495526140888,2018.8586782075677
"[   5.30813987  213.8047924   227.24105016 ...  -58.36956299 -169.08413111
 -108.24279726]",3544.935864297204,4205.207248544302,3262.033998939065,1629.9533395235233,1429.3514574378025
"[ -5.56958517 157.00426264 177.93037585 ... 200.52397884 104.58798842
 -19.6685381 ]",4333.937529898476,92.3499917908597,2157.766228606967,2976.8762873484507,2711.5495735956797
"[  7.75192021 293.48997119 207.21988527 ... -11.92766122 -17.44018336
 -83.16224067]",4606.709949994536,3589.890310196228,4366.349651610154,2895.781653605037,1420.8565913033672
"[  -0.90166204  244.57940575  357.05121685 ... -156.52261265 -197.78403564
 -121.14854685]",2909.9457295325915,1331.0904679710272,1833.557417043986,2926.1656037981566,1425.9418367884198
"[-10.87363863 160.89066494 187.89888853 ... -72.31002147 -26.08494465
 141.66447422]",914.9782276336093,227.2684604417143,328.22349133530014,2734.2155512962454,3678.18848774775
"[   2.66971678  275.78502412  121.4908443  ...  207.3525854   -23.87134335
 -100.26858719]",900.3021016002259,4476.183565793414,4747.171590596292,3852.8700730414266,4441.879737450494
"[   4.95667684  325.76908308  188.24449341 ...  305.50381714   49.39008311
 -177.09745723]",4336.87327651855,4095.1000999571625,338.22638771253844,3301.736814082714,4806.974451180289
"[  7.71747253 163.73616436 250.68283004 ... 164.82393785  38.0264032
 -79.13256625]",667.6851523681487,2294.746040849975,3260.0322594640547,1155.494734841709,1721.572125208445
"[ -1.75814144 141.68568165  37.52942106 ... -41.98385803  61.07773423
  -3.63423588]",138.59048281644993,4420.382310311253,642.6213087530135,4916.761813621805,4363.649671117977
"[   1.04539429  228.08189843  267.3627461  ...  -78.39990918 -155.78482167
 -117.10844645]",4044.78798548826,1943.7543054280507,2975.0273343784834,3133.239789185089,2998.957223248606
"[  -0.74390191  250.85021968  173.30732634 ... -101.22574277  -32.61386321
  162.88471969]",2551.5027532494446,4335.32576753614,3207.6889510629912,4334.364376009149,4378.280141172813
"[  -7.07354273  215.37597221  163.59953749 ... -153.06796197  -69.6430489
   86.24239692]",4872.473836358284,2288.7948462751524,4295.41092394918,1089.608006701818,3506.2660511148933
"[-9.90705719e-03  1.12968622e+02  1.60447705e+02 ... -1.81803168e+01
  1.30112342e+01  6.55491415e+01]",1910.153948478559,4589.522178399476,833.5615942281081,1597.8320269614965,26.285182863362326
"[  -0.87966215  197.09934775  190.38329559 ...   -4.68895037  -12.36371674
 -109.89155893]",4831.803835846762,2992.736222854089,4326.815241825035,1757.8325197003426,2644.24599879745
"[   7.29587934  226.20529256  287.60690839 ... -192.08485171 -151.22024729
  -55.99400225]",2965.3156386748924,3307.250123397609,1790.9129749274819,3496.7794356659306,1986.0704840760216
"[ -5.06562389 119.67262104 209.50031036 ...  -7.55695499  62.40582016
  97.62929707]",1997.4760182182963,1030.9039850363708,1795.206909538492,374.36282565091983,1392.1113673640439
"[ -3.31845047 173.27770742 221.52399896 ... 190.3116221   18.45802867
 -77.35083493]",235.21124366462806,2775.935001201791,140.18371138957738,1755.7482972003036,3433.8775332529744
"[ -5.99222405 269.54140389 211.79134192 ... -18.71032121  17.53045607
 181.51195218]",4797.391098276782,1617.278729582181,1655.551514715057,3829.5996067255883,4193.192990154141
"[  4.48098323 217.3117442  206.29507249 ... -33.04974842  -3.84390916
 -26.95281848]",1846.1402772865197,176.8972795530382,4103.812957747536,3604.8228179323823,2781.2691768994937
"[  4.64755904 154.07755944 151.46320938 ...  90.51336408 146.16228528
  81.25966442]",1129.4864105082893,2611.5484648042134,3930.6225363099516,2736.946164936345,451.1140375279075
"[  -5.29098451  183.43121823  178.58007235 ...   94.34540101  -44.51896568
 -141.12695026]",2256.062420810714,1264.583054688475,4496.82305968455,4008.9638673283116,3000.989267508021
"[   5.3578371   293.34147656  247.68051609 ...   13.02746194 -166.76421057
 -153.23447279]",2493.957042966972,4593.137515322762,3745.1761640205114,3291.768875287584,4543.391322459092
"[-1.03456480e-01  2.47315109e+02  2.20524705e+02 ...  5.27685440e+00
 -7.99942977e+01 -1.12711269e+02]",2405.9562342687486,4073.0912096881166,2479.245324154527,2999.8676131814777,4369.628378037345
"[  -2.73451501  285.14889296  251.43256424 ...   25.2565648  -166.32540931
 -168.71607723]",2979.5187127947115,3101.265755290431,2265.898319259854,4800.111572146883,3316.994715758863
"[  -5.08064743  217.9004967   241.18163868 ... -167.63483107 -102.42777856
  -25.82223333]",1377.9438039426434,4437.394817010209,3748.7744839067077,2046.3280317078602,2170.0671540610697
"[   2.78488341  212.87580928  212.53445861 ...  -16.81390716 -118.82791354
 -103.34015847]",1840.0082057563168,4935.123429226567,1098.8642442634998,2786.613768506934,1097.0812028054893
"[  8.59227544 210.1963678  271.18101398 ... -30.75442424 109.49853744
 178.33158514]",2781.035337129867,3815.522789277677,2595.4002549032384,2251.40946152677,2533.250360296028
"[  4.58557276 112.32010021 164.60584141 ... 206.63621099 147.90478919
 123.56444529]",1722.411805805178,870.2901656904397,141.20871559934204,666.5355358878885,3255.938544409355
"[  -5.46158091  162.38778182  137.96038755 ... -204.50608317 -165.47325858
    2.80063664]",749.9940345283832,564.2747779181992,4379.337043535913,28.77454602362278,3108.099981095443
"[  1.96589658 143.90825443 152.42596984 ... -66.71850431 -23.94499665
   3.84015475]",1506.9562308536872,3437.3789352533972,3945.9564577168,1246.6074487982303,3873.472455057521
"[   0.37849967  155.64428734  128.14820059 ...   11.27157036 -130.19257755
 -138.31000929]",4139.036466228803,775.95878183242,597.6846447299318,4407.097032099914,1874.466117274456
"[ -7.29821297 218.67550415 185.45873645 ...  98.70758927  58.91819002
 -83.63494167]",4248.099799300774,4411.814862614727,2594.4575722021755,184.6597433621073,2469.6215404895597
"[  -0.27068045  144.26792614  187.14644891 ... -125.60658506 -213.38245516
 -251.61958017]",2312.936378216463,1022.7268930314074,3881.8769245561625,354.73545004177885,1618.0500271847618
"[  1.91106477 216.0597799   94.21045586 ...   3.95291108 -61.09725887
  19.48297237]",4136.104227057356,4505.5995005292725,1650.6210129739973,4938.3328328330435,4826.228855781575
"[  1.70297976 168.2073597  268.18949254 ... -92.97297145 -86.94930225
 -64.07307031]",3034.9332644315305,2338.7179274650075,1919.0818873000583,1552.2260123864899,967.8179938640416
"[  0.50362316 129.2402839  146.96833411 ...  10.79432866  68.25492813
  52.62434336]",623.849427139397,1554.3661900511913,4168.223520516545,54.866664371557405,3947.647000982088
"[ -7.05443224 150.56343501 129.83620105 ...  44.62652494  14.02715994
 -49.60473731]",4920.403306842481,1704.2587287883214,4026.8266211332934,8.658749528684316,1696.6100869521438
"[  -8.97507456  116.48434713  102.23885708 ... -122.31474945  -79.72104562
  -80.47749825]",2434.221013059686,4860.912952705875,565.954326903493,3146.3293584097028,204.82360757024986
"[ -5.90440325 218.89423778 144.7032094  ...  10.88701913  28.13072067
  18.03710822]",1160.1639579195505,4124.933284542692,3605.3227163662764,4492.999822341464,4479.57985098508
"[ 11.60942381 271.1473175  210.64200675 ... -89.93630554 -90.09586472
 -40.14039747]",2256.857255205835,3571.1658770588856,4515.739740910783,4532.105072281374,3351.309652237142
"[ -2.48126124 131.06959762  92.50537315 ...  -9.62028873 122.49171172
 154.80622655]",50.41543188046311,24.284169552183837,2508.3908563328523,4562.546632293966,743.6745586175799
"[  2.35466091 172.51859716 182.79939433 ...  88.22383117  77.18594298
  81.36431458]",4816.137466236148,1706.4592055157282,1784.6203576721487,3584.538723383594,1914.204199683549
"[  -2.31951711  257.48887111  216.58231204 ...  241.52903161   90.55319675
 -118.35909511]",1464.7859313135286,4704.980837136406,3996.804550427909,3029.571439833558,1840.4946068202396
"[   5.99500591  242.82858112  113.79798644 ... -204.9012441   -57.64714691
   90.20427395]",4934.43759157269,4424.696464291907,4841.3867151050545,1359.0420784684036,1494.0331779690314
"[  -9.32312817  269.18868022  256.24697448 ... -149.5933998   -78.1586792
  100.74148414]",4050.0806682968146,2276.998205623323,2595.268165763384,4370.379947018415,2507.378727568866
"[  5.35180125 246.01637028 189.79857947 ... 147.21707688 129.48687754
 -61.03154246]",3801.5850823598325,2648.5689377261206,4719.823709337064,3585.0773868253386,3264.740763377914
"[ -17.05467307  109.05309165  116.92962273 ... -109.05017642 -132.81603789
  -73.78749991]",3591.1947015283313,1870.7446514586168,165.15911286887484,614.1078475857577,201.76935038981304
"[  4.77546263 175.35446513 156.63637549 ...  84.61141677  56.73380465
  82.86340158]",4265.240925037406,3023.5268129170977,349.12954532465824,2555.637668836039,4657.197553033686
"[  9.06529218 181.02292072 164.5672017  ...  22.80042089 -23.54820684
 -52.79451433]",1069.4852123319188,4916.875332041591,4896.992176445949,2541.150219487784,2181.0829970712825
"[  -0.28815215  203.05768652  172.77478458 ...   50.26355329 -121.77897019
 -170.55908118]",2663.820388771279,180.3660597400316,494.0163343343208,1333.0067525156217,4851.074535216566
"[   0.27966342  115.6581709   119.72307931 ... -164.13258254 -112.92389377
  -20.89091373]",1061.8326858385738,385.68266540926123,2223.230910829271,4558.255154770007,4344.465044239675
"[  6.97347151 304.14930197 212.51255502 ...   3.99635915  64.18959047
  -6.65630013]",4601.825572439457,4077.422302113155,4204.9001465945885,2752.2394691764925,346.527938535897
"[  6.07705226 195.0577653  141.98606271 ... -45.25656845 -87.47026352
  20.29289119]",1640.3345245930873,4663.375319646441,991.8566863964857,758.7000775313993,4987.186854019341
"[  4.04080114  72.08490899 111.79583367 ... -64.71481478 -25.67347309
 -26.17747626]",915.5052049734594,1482.0694974736389,3499.5907904672094,79.68918730862369,1479.001281561784
"[  -4.97883251  164.74767157  168.62984634 ...  -90.81705266 -215.56286344
 -222.90594259]",3133.758712641305,4034.1309048861244,154.7409784341303,1925.8733098007117,2770.037344732872
"[  1.42617033 134.99950082 205.62383252 ... 128.39834835 166.79347647
 161.44576144]",1277.4286803074463,1784.3990388343377,284.50781739390345,60.506576743954255,3024.1797075804157
"[  -0.79197436  156.67564883  170.11472903 ... -126.83397418   -1.0193776
   90.20119602]",3253.2741992645992,4713.796622544863,906.7119326949673,2819.30258687945,3486.330507398643
"[ -2.91125824 151.20140918 106.83150189 ...  86.99284201  21.79801013
 -23.28121432]",4306.423094102342,317.87111128260995,4340.032802619339,303.2369161233357,2744.568322091995
"[  -3.14365953  266.38638725  205.68449095 ...  -90.31829738  -95.36949013
 -100.34174498]",1358.962265765474,4625.4752383965815,4017.279931207652,4566.856576862599,1295.6795213080711
"[ -0.79599329 211.45604167 130.93116722 ... -88.09309655 126.94125432
  99.73080383]",2024.3193626728046,1064.9261593050753,4913.642886868948,591.2477317926301,4394.691407618868
"[  8.96279718 192.08680475 194.17615845 ...  32.27152312 -50.11153188
 -11.65373426]",63.54163963939042,3152.8357193232555,329.51454252659255,3916.220791261579,1390.3337697769402
"[-1.57886382e-01  1.69935597e+02  2.53758119e+02 ...  1.93553950e+01
 -9.66287824e+00  1.82794473e+00]",2617.874899049978,4072.1728684341324,1493.1739305287074,2043.4213241919347,1436.8883038242882
"[ 9.18491845 85.74023441 77.66489269 ... 46.78495816 43.06928826
 13.62000372]",507.5479015312351,276.13315662685545,2018.4125355968683,3302.813064208506,4605.523916020286
"[  -1.40728923  155.73033765  196.76835684 ...    9.38487643  -75.71449302
 -155.66229122]",3943.846873115355,1998.90984191003,2255.1428246842966,734.9819797040954,1738.6730234649106
